实体类型,图层,颜色,线型,线宽,线型描述,线型图案,类型/名称,块名,值,覆盖值,位置 X,位置 Y,起点 X,起点 Y,终点 X,终点 Y,圆心 X,圆心 Y,半径,顶点数据,闭合,高度,角度,尺寸编码,起始角度,终止角度,缩放比例,尺寸样式
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 挡板,\T1.1;C10,,56.909,-25.861,,,,,,,,,,20,0,,,,,
LINE,尺寸线层,256,BYLAYER,-1,,,,引用于: 挡板,,,,,57.589,-48.614,103.077,-48.614,,,,,,,,,,,,
INSERT,0,256,BYLAYER,-1,,,,块名: 标题,,,1246.5,-855,,,,,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,0,0,0,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,0,0,0,405,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,405,-1620,0,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1080,405,-1080,0,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-540,405,-540,0,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,225,-1080,225,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,270,-1080,270,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,315,-1080,315,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,360,-1080,360,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1485,405,-1485,0,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1215,180,-1215,0,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1350,180,-1350,0,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1548,405,-1548,180,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,180,-540,180,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1305,405,-1305,180,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1170,405,-1170,180,,,,,,,,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;标记},,-1615.492,216.278,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;处数},,-1547.008,216.934,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;更改文件名},,-1474.714,218.902,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;签  字},,-1283.426,219.886,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;日 期},,-1161.522,217.809,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;设  计},,-1600.066,172.59,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;日  期},,-1324.817,37.262,,,,,,,,,,22.5,0,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1080,126,-540,126,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1080,54,-540,54,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-810,180,-810,0,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-675,180,-675,54,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1012.5,126,-1012.5,54,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-945,126,-945,54,,,,,,,,,,,,
LINE,细实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-877.5,126,-877.5,54,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,0,270,-540,270,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,0,135,-540,135,,,,,,,,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;图  样  标  记},,-1065.309,166.286,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;重  量},,-792.198,165.302,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;比  例},,-657.69,167.27,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;第},,-749.481,41.762,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;张},,-891.841,40.778,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;共},,-1017.841,40.778,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;张},,-623.481,41.762,,,,,,,,,,22.5,0,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,0,405,-1620,405,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,45,-1080,45,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,90,-1080,90,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 标题,,,,,-1620,135,-1080,135,,,,,,,,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\W0.7;\T1.1;羿射旭减隔震张家口有限公司},,-1080,325,,,,,,,,,,40,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,\W0.80;\T1.1;北京第二实验中学,,-462,367.002,,,,,,,,,,40,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\W0.7;\T1.1;屈曲约束支撑},,-410.828,233.5,,,,,,,,,,45,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,\W0.7;\T1.1;YSX-BRB-400-L,,-416.267,85.424,,,,,,,,,,40,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;1:9},,-629.877,98.475,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,引用于: 标题,{\T1.1;/},,-751.606,107.159,,,,,,,,,,22.5,0,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,,芯板材料：LY225,,-1072.959,-605.701,,,,,,,,,,50,0,,,,,
dimstyle,,,,,,,标准,,"{""dimtxt"": 3.5, ""dimclrd"": 0, ""dimasz"": 4.0, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.0, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
dimstyle,,,,,,,Standard,,"{""dimtxt"": 2.5, ""dimclrd"": 0, ""dimasz"": 2.5, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.625, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
dimstyle,,,,,,,CUSTOM_DIMSTYLE,,"{""dimtxt"": 3.5, ""dimclrd"": 3, ""dimasz"": 5.0, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.0, ""dimscale"": 5.0, ""dimalt"": 0, ""dimadec"": 3, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
dimstyle,,,,,,,GB_尺寸,,"{""dimtxt"": 3.5, ""dimclrd"": 0, ""dimasz"": 4.0, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.0, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
dimstyle,,,,,,,GB_引出说明(1984),,"{""dimtxt"": 3.5, ""dimclrd"": 0, ""dimasz"": 4.0, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.0, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
dimstyle,,,,,,,GB_锥度(2003),,"{""dimtxt"": 3.5, ""dimclrd"": 0, ""dimasz"": 4.0, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.0, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
