实体类型,图层,颜色,线型,线宽,线型描述,线型图案,类型/名称,块名,值,覆盖值,位置 X,位置 Y,起点 X,起点 Y,终点 X,终点 Y,圆心 X,圆心 Y,半径,顶点数据,闭合,高度,角度,尺寸编码,起始角度,终止角度,缩放比例,尺寸样式
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,-40,0,-40,50,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;标记,,-178.495,29.456,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;处数,,-169.61,29.456,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;更改文件名,,-158.188,29.072,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;签名,,-139.324,29.456,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;日期,,-127.055,29.456,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;设计,,-175.135,24.379,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;制图,,-175.135,19.302,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;审核,,-175.115,14.15,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;材料,,-116,22.503,,,,,,,,,,3.5,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;数量,,-101.145,22.234,,,,,,,,,,3.5,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;重量,,-86.063,22.234,,,,,,,,,,3.5,0,,,,,
MTEXT,实体线,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;比例,,-70.867,22.122,,,,,,,,,,3.5,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;项目名称,,-56.497,46.08,,,,,,,,,,4,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;零件名称,,-56.604,33.711,,,,,,,,,,4,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;产品型号,,-56.604,20.421,,,,,,,,,,4,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;图纸编号,,-55.902,8.64,,,,,,,,,,4,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;日期,,-145.245,24.078,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;日期,,-145.345,19.224,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;日期,,-145.494,14.174,,,,,,,,,,3,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;日期,,-145.569,4.232,,,,,,,,,,3,0,,,,,
MTEXT,实体线,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;第         页,,-112.262,3.452,,,,,,,,,,2,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,\T1.1;共         页,,-81.66,3.557,,,,,,,,,,2,0,,,,,
HATCH,标记,138,Continuous,-1,,,SOLID,引用于: *X3,,,,,,,,,,,,"(-94.298, 34.059); (-94.298, 33.585); (-94.298, 33.585); (-94.535, 32.828); (-94.535, 32.828); (-94.771, 32.355); (-94.771, 32.355); (-95.434, 31.455); (-95.434, 31.455); (-96.523, 30.603); (-96.523, 30.603); (-97.375, 30.225); (-97.375, 30.225); (-98.132, 30.082); (-98.132, 30.082); (-98.227, 29.988); (-98.227, 29.988); (-97.99, 29.893); (-97.99, 29.893); (-97.091, 29.893); (-97.091, 29.893); (-95.86, 30.177); (-95.86, 30.177); (-95.245, 30.461); (-95.245, 30.461); (-94.677, 30.84); (-94.677, 30.84); (-94.061, 31.408); (-94.061, 31.408); (-93.493, 32.165); (-93.493, 32.165); (-93.162, 32.828); (-93.162, 32.828); (-92.925, 33.633); (-92.925, 33.633); (-91.079, 34.58); (-91.079, 34.58); (-92.954, 35.517); (-92.954, 35.517); (-93.304, 36.568); (-93.304, 36.568); (-93.73, 37.278); (-93.73, 37.278); (-94.677, 38.272); (-94.677, 38.272); (-95.813, 38.935); (-95.813, 38.935); (-96.996, 39.266); (-96.996, 39.266); (-98.227, 39.266); (-98.227, 39.266); (-98.464, 39.219); (-98.464, 39.219); (-98.558, 39.124); (-98.558, 39.124); (-97.564, 38.935); (-97.564, 38.935); (-96.617, 38.556); (-96.617, 38.556); (-95.907, 38.082); (-95.907, 38.082); (-95.245, 37.42); (-95.245, 37.42); (-94.724, 36.662); (-94.724, 36.662); (-94.345, 35.716); (-94.345, 35.716); (-94.251, 35.29); (-94.251, 35.29); (-94.251, 35.148); (-94.251, 35.148); (-94.345, 35.053); (-94.345, 35.053); (-100.357, 35.006); (-100.357, 35.006); (-100.452, 35.148); (-100.452, 35.148); (-100.452, 36.331); (-100.452, 36.331); (-100.546, 36.426); (-100.546, 36.426); (-101.446, 36.426); (-101.446, 36.426); (-101.541, 36.331); (-101.541, 36.331); (-101.493, 34.201); (-101.493, 34.201); (-101.541, 34.154); (-101.541, 34.154); (-101.493, 32.781); (-101.493, 32.781); (-101.399, 32.639); (-101.399, 32.639); (-100.878, 32.591); (-100.878, 32.591); (-100.546, 32.639); (-100.546, 32.639); (-100.452, 32.733); (-100.452, 32.733); (-100.452, 33.917); (-100.452, 33.917); (-100.31, 34.059); (-100.31, 34.059); (-98.7, 34.059); (-98.7, 34.059); (-98.558, 33.869); (-98.558, 33.869); (-98.558, 32.733); (-98.558, 32.733); (-98.464, 32.639); (-98.464, 32.639); (-96.902, 32.591); (-96.902, 32.591); (-95.86, 32.639); (-95.86, 32.639); (-95.765, 32.733); (-95.765, 32.733); (-95.765, 33.443); (-95.765, 33.443); (-95.86, 33.538); (-95.86, 33.538); (-97.375, 33.491); (-97.375, 33.491); (-97.47, 33.585); (-97.47, 33.585); (-97.47, 33.964); (-97.47, 33.964); (-97.328, 34.059); (-97.328, 34.059); (-94.298, 34.059)",,,,,,,1,
HATCH,标记,138,Continuous,-1,,,SOLID,引用于: *X3,,,,,,,,,,,,"(-95.859, 35.802); (-95.764, 35.897); (-95.764, 35.897); (-95.764, 36.607); (-95.764, 36.607); (-95.859, 36.701); (-95.859, 36.701); (-98.557, 36.654); (-98.557, 36.654); (-98.605, 36.607); (-98.605, 36.607); (-98.605, 35.991); (-98.605, 35.991); (-98.463, 35.802); (-98.463, 35.802); (-95.859, 35.802)",,,,,,,1,
HATCH,标记,1,Continuous,-1,,,SOLID,引用于: *X3,,,,,,,,,,,,"(-87.143, 35.506); (-87.19, 35.459); (-87.19, 35.459); (-87.143, 33.423); (-87.143, 33.423); (-86.954, 32.997); (-86.954, 32.997); (-86.575, 32.666); (-86.575, 32.666); (-85.912, 32.524); (-85.912, 32.524); (-84.019, 32.524); (-84.019, 32.524); (-83.782, 32.618); (-83.782, 32.618); (-83.829, 36.405); (-83.829, 36.405); (-84.918, 36.453); (-84.918, 36.453); (-85.013, 36.358); (-85.013, 36.358); (-85.013, 33.565); (-85.013, 33.565); (-85.155, 33.471); (-85.155, 33.471); (-85.77, 33.518); (-85.77, 33.518); (-85.912, 33.613); (-85.912, 33.613); (-85.96, 36.311); (-85.96, 36.311); (-86.149, 36.453); (-86.149, 36.453); (-87.096, 36.405); (-87.096, 36.405); (-87.19, 36.311); (-87.19, 36.311); (-87.143, 35.506); (-91.451, 33.186); (-91.498, 33.139); (-91.498, 33.139); (-90.883, 32.476); (-90.883, 32.476); (-90.693, 32.429); (-90.693, 32.429); (-90.362, 33.092); (-90.362, 33.092); (-90.173, 33.281); (-90.173, 33.281); (-89.699, 33.518); (-89.699, 33.518); (-89.178, 33.518); (-89.178, 33.518); (-88.752, 33.328); (-88.752, 33.328); (-88.516, 33.092); (-88.516, 33.092); (-88.184, 32.382); (-88.184, 32.382); (-88.09, 32.382); (-88.09, 32.382); (-87.522, 32.902); (-87.522, 32.902); (-87.38, 33.186); (-87.38, 33.186); (-87.474, 33.281); (-87.474, 33.281); (-87.9, 33.376); (-87.9, 33.376); (-88.326, 33.755); (-88.326, 33.755); (-88.516, 34.181); (-88.516, 34.181); (-88.516, 34.701); (-88.516, 34.701); (-88.279, 35.222); (-88.279, 35.222); (-87.853, 35.553); (-87.853, 35.553); (-87.38, 35.695); (-87.38, 35.695); (-87.522, 35.979); (-87.522, 35.979); (-88.232, 36.547); (-88.232, 36.547); (-88.326, 36.405); (-88.326, 36.405); (-88.374, 36.074); (-88.374, 36.074); (-88.705, 35.648); (-88.705, 35.648); (-89.273, 35.364); (-89.273, 35.364); (-89.652, 35.364); (-89.652, 35.364); (-90.078, 35.506); (-90.078, 35.506); (-90.409, 35.79); (-90.409, 35.79); (-90.693, 36.453); (-90.693, 36.453); (-90.93, 36.405); (-90.93, 36.405); (-91.498, 35.79); (-91.498, 35.79); (-91.451, 35.601); (-91.451, 35.601); (-90.977, 35.506); (-90.977, 35.506); (-90.646, 35.222); (-90.646, 35.222); (-90.409, 34.701); (-90.409, 34.701); (-90.409, 34.228); (-90.409, 34.228); (-90.599, 33.755); (-90.599, 33.755); (-90.788, 33.518); (-90.788, 33.518); (-91.451, 33.186)",,,,,,,1,
HATCH,标记,138,Continuous,-1,,,SOLID,引用于: *X3,,,,,,,,,,,,"(-70.961, 35.053); (-70.961, 35.81); (-70.961, 35.81); (-70.866, 35.905); (-70.866, 35.905); (-70.345, 35.858); (-70.345, 35.858); (-70.345, 35.053); (-70.345, 35.053); (-70.961, 35.053); (-70.961, 33.822); (-70.961, 34.58); (-70.961, 34.58); (-70.866, 34.674); (-70.866, 34.674); (-70.393, 34.674); (-70.393, 34.674); (-70.298, 34.438); (-70.298, 34.438); (-70.298, 33.917); (-70.298, 33.917); (-70.393, 33.775); (-70.393, 33.775); (-70.961, 33.822); (-71.339, 36.189); (-71.387, 36.142); (-71.387, 36.142); (-71.387, 33.491); (-71.387, 33.491); (-71.245, 33.396); (-71.245, 33.396); (-70.109, 33.443); (-70.109, 33.443); (-69.919, 33.633); (-69.919, 33.633); (-69.919, 36.189); (-69.919, 36.189); (-71.339, 36.189); (-73.233, 33.065); (-73.28, 33.017); (-73.28, 33.017); (-73.28, 32.828); (-73.28, 32.828); (-73.138, 32.733); (-73.138, 32.733); (-72.902, 32.781); (-72.902, 32.781); (-72.712, 32.97); (-72.712, 32.97); (-72.712, 35.479); (-72.712, 35.479); (-72.57, 35.574); (-72.57, 35.574); (-72.097, 35.526); (-72.097, 35.526); (-72.049, 32.923); (-72.049, 32.923); (-71.907, 32.781); (-71.907, 32.781); (-69.967, 32.781); (-69.967, 32.781); (-69.872, 32.875); (-69.872, 32.875); (-69.967, 33.112); (-69.967, 33.112); (-71.576, 33.112); (-71.576, 33.112); (-71.671, 33.207); (-71.671, 33.207); (-71.671, 35.858); (-71.671, 35.858); (-71.813, 35.952); (-71.813, 35.952); (-72.665, 35.952); (-72.665, 35.952); (-72.807, 36.236); (-72.807, 36.236); (-73.044, 36.236); (-73.044, 36.236); (-73.28, 35.858); (-73.28, 35.858); (-73.28, 35.621); (-73.28, 35.621); (-73.138, 35.526); (-73.138, 35.526); (-73.091, 33.254); (-73.091, 33.254); (-73.233, 33.065); (-75.458, 33.633); (-75.505, 33.538); (-75.505, 33.538); (-75.363, 33.349); (-75.363, 33.349); (-75.079, 33.349); (-75.079, 33.349); (-74.937, 33.443); (-74.937, 33.443); (-74.937, 34.958); (-74.937, 34.958); (-75.032, 35.053); (-75.032, 35.053); (-75.316, 35.006); (-75.316, 35.006); (-75.316, 33.822); (-75.316, 33.822); (-75.458, 33.633); (-75.552, 35.716); (-75.6, 35.668); (-75.6, 35.668); (-75.6, 35.574); (-75.6, 35.574); (-75.458, 35.432); (-75.458, 35.432); (-74.606, 35.384); (-74.606, 35.384); (-74.606, 33.065); (-74.606, 33.065); (-75.316, 33.017); (-75.316, 33.017); (-75.41, 32.828); (-75.41, 32.828); (-75.268, 32.686); (-75.268, 32.686); (-74.369, 32.686); (-74.369, 32.686); (-74.18, 32.828); (-74.18, 32.828); (-74.18, 35.384); (-74.18, 35.384); (-74.085, 35.479); (-74.085, 35.479); (-74.18, 36.142); (-74.18, 36.142); (-74.274, 36.236); (-74.274, 36.236); (-74.606, 36.189); (-74.606, 36.189); (-74.653, 35.81); (-74.653, 35.81); (-75.174, 35.81); (-75.174, 35.81); (-75.552, 35.716); (-77.115, 35.479); (-77.115, 35.716); (-77.115, 35.716); (-76.215, 35.763); (-76.215, 35.763); (-76.215, 35.526); (-76.215, 35.526); (-76.357, 35.432); (-76.357, 35.432); (-77.115, 35.479); (-77.115, 34.864); (-77.115, 35.053); (-77.115, 35.053); (-76.357, 35.148); (-76.357, 35.148); (-76.168, 35.006); (-76.168, 35.006); (-76.262, 34.816); (-76.262, 34.816); (-77.115, 34.864); (-77.115, 34.248); (-77.115, 34.438); (-77.115, 34.438); (-76.925, 34.532); (-76.925, 34.532); (-76.357, 34.532); (-76.357, 34.532); (-76.168, 34.39); (-76.168, 34.39); (-76.31, 34.201); (-76.31, 34.201); (-77.115, 34.248); (-77.493, 36.047); (-77.541, 36); (-77.541, 36); (-77.541, 33.964); (-77.541, 33.964); (-77.446, 33.869); (-77.446, 33.869); (-76.215, 33.869); (-76.215, 33.869); (-76.168, 33.159); (-76.168, 33.159); (-76.262, 33.017); (-76.262, 33.017); (-76.499, 33.017); (-76.499, 33.017); (-76.594, 32.875); (-76.594, 32.875); (-76.452, 32.686); (-76.452, 32.686); (-75.931, 32.686); (-75.931, 32.686); (-75.742, 32.875); (-75.742, 32.875); (-75.789, 36); (-75.789, 36); (-75.884, 36.094); (-75.884, 36.094); (-76.452, 36.094); (-76.452, 36.094); (-76.546, 36.236); (-76.546, 36.236); (-76.925, 36.236); (-76.925, 36.236); (-77.067, 36.094); (-77.067, 36.094); (-77.493, 36.047); (-77.493, 32.97); (-77.541, 32.923); (-77.541, 32.923); (-77.541, 32.781); (-77.541, 32.781); (-77.446, 32.686); (-77.446, 32.686); (-77.067, 32.686); (-77.067, 32.686); (-76.831, 32.875); (-76.831, 32.875); (-76.594, 33.443); (-76.594, 33.443); (-76.594, 33.68); (-76.594, 33.68); (-76.878, 33.68); (-76.878, 33.68); (-77.162, 33.112); (-77.162, 33.112); (-77.493, 32.97); (-79.907, 34.532); (-79.955, 34.485); (-79.955, 34.485); (-79.907, 34.248); (-79.907, 34.248); (-79.529, 34.248); (-79.529, 34.248); (-79.387, 34.343); (-79.387, 34.343); (-79.15, 34.769); (-79.15, 34.769); (-79.529, 34.816); (-79.529, 34.816); (-79.907, 34.532); (-79.955, 36); (-80.002, 35.905); (-80.002, 35.905); (-79.907, 35.81); (-79.907, 35.81); (-78.866, 35.763); (-78.866, 35.763); (-78.866, 34.39); (-78.866, 34.39); (-78.771, 34.248); (-78.771, 34.248); (-78.44, 34.296); (-78.44, 34.296); (-78.44, 36.142); (-78.44, 36.142); (-79.907, 36.152); (-79.907, 36.152); (-79.955, 36); (-79.955, 35.1); (-80.002, 35.053); (-80.002, 35.053); (-79.907, 34.958); (-79.907, 34.958); (-79.387, 34.958); (-79.387, 34.958); (-79.15, 35.337); (-79.15, 35.337); (-79.197, 35.479); (-79.197, 35.479); (-79.434, 35.479); (-79.434, 35.479); (-79.671, 35.242); (-79.671, 35.242); (-79.907, 35.242); (-79.907, 35.242); (-79.955, 35.1); (-81.801, 36.142); (-81.848, 36.094); (-81.848, 36.094); (-81.848, 35.858); (-81.848, 35.858); (-81.754, 35.763); (-81.754, 35.763); (-80.759, 35.763); (-80.759, 35.763); (-80.712, 34.296); (-80.712, 34.296); (-80.381, 34.248); (-80.381, 34.248); (-80.286, 34.343); (-80.286, 34.343); (-80.333, 36.142); (-80.333, 36.142); (-81.801, 36.142); (-81.801, 35.242); (-81.848, 35.195); (-81.848, 35.195); (-81.801, 34.958); (-81.801, 34.958); (-81.28, 34.958); (-81.28, 34.958); (-81.044, 35.29); (-81.044, 35.29); (-81.044, 35.479); (-81.044, 35.479); (-81.328, 35.479); (-81.328, 35.479); (-81.612, 35.242); (-81.612, 35.242); (-81.801, 35.242); (-81.801, 32.97); (-81.848, 32.923); (-81.848, 32.923); (-81.848, 32.828); (-81.848, 32.828); (-81.706, 32.733); (-81.706, 32.733); (-81.138, 32.781); (-81.138, 32.781); (-81.044, 32.875); (-81.044, 32.875); (-81.044, 33.254); (-81.044, 33.254); (-80.902, 33.349); (-80.902, 33.349); (-79.15, 33.349); (-79.15, 33.349); (-79.055, 33.207); (-79.055, 33.207); (-79.055, 32.828); (-79.055, 32.828); (-78.913, 32.733); (-78.913, 32.733); (-78.677, 32.733); (-78.677, 32.733); (-78.535, 32.875); (-78.535, 32.875); (-78.535, 33.254); (-78.535, 33.254); (-78.393, 33.396); (-78.393, 33.396); (-78.393, 33.68); (-78.393, 33.68); (-78.535, 33.775); (-78.535, 33.775); (-78.535, 33.917); (-78.535, 33.917); (-78.629, 34.011); (-78.629, 34.011); (-79.008, 34.011); (-79.008, 34.011); (-79.15, 33.727); (-79.15, 33.727); (-80.996, 33.727); (-80.996, 33.727); (-81.138, 34.011); (-81.138, 34.011); (-81.47, 34.011); (-81.47, 34.011); (-81.612, 33.917); (-81.612, 33.917); (-81.612, 33.775); (-81.612, 33.775); (-81.848, 33.633); (-81.848, 33.633); (-81.848, 33.396); (-81.848, 33.396); (-81.659, 33.349); (-81.659, 33.349); (-81.564, 33.207); (-81.564, 33.207); (-81.659, 33.017); (-81.659, 33.017); (-81.801, 32.97); (-81.848, 34.485); (-81.896, 34.39); (-81.896, 34.39); (-81.801, 34.248); (-81.801, 34.248); (-81.375, 34.248); (-81.375, 34.248); (-81.044, 34.674); (-81.044, 34.674); (-81.091, 34.864); (-81.091, 34.864); (-81.422, 34.816); (-81.422, 34.816); (-81.848, 34.485)",,,,,,,1,
HATCH,标记,138,Continuous,-1,,,SOLID,引用于: *X3,,,,,,,,,,,,"(-102.311, 35.077); (-103.163, 35.976); (-103.163, 35.976); (-103.258, 36.165); (-103.258, 36.165); (-103.258, 36.449); (-103.258, 36.449); (-103.352, 36.544); (-103.352, 36.544); (-104.394, 36.544); (-104.394, 36.544); (-104.536, 36.402); (-104.536, 36.402); (-104.394, 35.692); (-104.394, 35.692); (-103.163, 34.272); (-103.163, 34.272); (-103.116, 33.846); (-103.116, 33.846); (-103.305, 33.656); (-103.305, 33.656); (-103.542, 33.562); (-103.542, 33.562); (-104.962, 33.562); (-104.962, 33.562); (-105.009, 34.935); (-105.009, 34.935); (-105.104, 35.029); (-105.104, 35.029); (-106.098, 35.029); (-106.098, 35.029); (-106.193, 34.935); (-106.193, 34.935); (-106.193, 33.656); (-106.193, 33.656); (-106.287, 33.562); (-106.287, 33.562); (-107.66, 33.562); (-107.66, 33.562); (-107.66, 34.035); (-107.66, 34.035); (-106.997, 34.461); (-106.997, 34.461); (-106.666, 34.982); (-106.666, 34.982); (-106.571, 35.408); (-106.571, 35.408); (-106.571, 36.402); (-106.571, 36.402); (-106.713, 36.544); (-106.713, 36.544); (-107.423, 36.544); (-107.423, 36.544); (-107.707, 36.449); (-107.707, 36.449); (-107.755, 35.266); (-107.755, 35.266); (-107.991, 34.982); (-107.991, 34.982); (-108.417, 34.935); (-108.417, 34.935); (-108.701, 35.124); (-108.701, 35.124); (-108.796, 35.361); (-108.796, 35.361); (-108.844, 36.449); (-108.844, 36.449); (-109.838, 36.449); (-109.838, 36.449); (-109.885, 36.402); (-109.885, 36.402); (-109.885, 35.455); (-109.885, 35.455); (-109.79, 35.029); (-109.79, 35.029); (-109.601, 34.651); (-109.601, 34.651); (-109.128, 34.225); (-109.128, 34.225); (-108.796, 34.082); (-108.796, 34.082); (-108.796, 33.088); (-108.796, 33.088); (-108.749, 32.757); (-108.749, 32.757); (-108.607, 32.615); (-108.607, 32.615); (-103.116, 32.615); (-103.116, 32.615); (-102.358, 32.899); (-102.358, 32.899); (-102.074, 33.183); (-102.074, 33.183); (-101.838, 33.704); (-101.838, 33.704); (-101.838, 34.225); (-101.838, 34.225); (-101.932, 34.509); (-101.932, 34.509); (-102.311, 35.077)",,,,,,,1,
HATCH,标记,138,Continuous,-1,,,SOLID,引用于: *X3,,,,,,,,,,,,"(-105.028, 36.749); (-106.173, 36.749); (-106.173, 36.749); (-106.173, 35.696); (-106.173, 35.696); (-105.028, 35.696); (-105.028, 35.696); (-105.028, 36.749)",,,,,,,1,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,933.28,722.317,933.28,953.618,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,811.899,634.189,604.694,634.189,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,276.108,722.317,276.108,953.618,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,397.489,634.189,604.694,634.189,,,,,,,,,,,,
LINE,中心线层,256,BYLAYER,-1,,,,,,,,,604.694,955.118,604.694,632.689,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,276.108,722.317,397.489,634.189,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,933.28,722.317,811.899,634.189,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,276.108,953.618,933.28,953.618,,,,,,,,,,,,
MTEXT,尺寸线层,256,BYLAYER,-1,,,,,\T1.1;B-B ,,1196.64,1151.094,,,,,,,,,,45,0,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,1218.65,953.618,1218.65,654.739,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,1216.65,953.618,1218.65,953.618,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,1217.65,654.739,1218.65,654.739,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,1193.694,930.662,1193.694,678.695,,,,,,,,,,,,
LINE,0,256,BYLAYER,-1,,,,,,,,,1217.65,654.739,1218.65,654.739,,,,,,,,,,,,
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,,1,2,1218.63,611.807,1217.63,654.739,1218.63,654.739,,,,,,,0,160,,,,标准
INSERT,尺寸线层,256,BYLAYER,-1,,,,块名: *X5,,,855.321,591.704,,,,,,,,,,,,,,,,
LINE,尺寸线层,0,Continuous,35,,,,引用于: *X5,,,,,-0,449.753,-0,409.753,,,,,,,,,,,,
LINE,尺寸线层,0,Continuous,35,,,,引用于: *X5,,,,,-0,40,-0,-0,,,,,,,,,,,,
LINE,尺寸线层,0,BYLAYER,-1,,,,引用于: *X5,,,,,-0,449.753,64,449.753,,,,,,,,,,,,
HATCH,尺寸线层,0,BYLAYER,-1,,,SOLID,引用于: *X5,,,,,,,,,,,,"(64, 449.753); (32, 453.753); (32, 453.753); (32, 445.753); (32, 445.753); (64, 449.753)",,,,,,,1,
LINE,尺寸线层,0,BYLAYER,-1,,,,引用于: *X5,,,,,-0,-0,64,-0,,,,,,,,,,,,
HATCH,尺寸线层,0,BYLAYER,-1,,,SOLID,引用于: *X5,,,,,,,,,,,,"(64, -0); (32, 4); (32, 4); (32, -4); (32, -4); (64, -0)",,,,,,,1,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X5,\T1.1;B,,45.255,495.008,,,,,,,,,,28,0,,,,,
MTEXT,尺寸线层,0,BYLAYER,-1,,,,引用于: *X5,\T1.1;B,,45.255,-45.255,,,,,,,,,,28,0,,,,,
INSERT,尺寸线层,256,BYLAYER,-1,,,,块名: *X6,,,330.609,591.704,,,,,,,,,,,,,,,,
