实体类型,图层,颜色,线型,线宽,线型描述,线型图案,类型/名称,块名,值,覆盖值,位置 X,位置 Y,起点 X,起点 Y,终点 X,终点 Y,圆心 X,圆心 Y,半径,顶点数据,闭合,高度,角度,尺寸编码,起始角度,终止角度,缩放比例,尺寸样式
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,-75,5,-75,25,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,0,37.5,-60,37.5,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,0,25,-60,25,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,0,12.5,-60,12.5,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,-171,25,-171,50,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,-144,25,-144,50,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,-150,0,-150,25,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,-165,0,-165,25,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,-162,25,-162,50,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,-130,25,-130,50,,,,,,,,,,,,
LINE,实体线,256,BYLAYER,-1,,,,引用于: *X3,,,,,-135,0,-135,25,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
ATTDEF,尺寸线层,0,BYLAYER,-1,,,,引用于: *X3,,,,,,,,,,,,,,,,,,,,
